PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,TamanoFamilia,ViajaSolo,GrupoEdad,TarifaPorPersona,Puerto,Estado
199,1,3,Madigan Miss. Margaret Maggie,Female,21,0,0,370370,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
200,0,2,Yrois Miss. Henriette (Mrs Harbeck),Female,24,0,0,248747,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
201,0,3,Vande Walle Mr. Nestor Cyriel,Male,28,0,0,345770,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
202,0,3,Sage Mr. Frederick,Male,30,8,2,C.A. 2343,70,Desconocido,S,11,False,Adulto joven,10,Southampton,Falleció
203,0,3,Johanso Mr. Jakob Alfred,Male,34,0,0,3101264,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
204,0,3,Youseff Mr. Gerious,Male,46,0,0,2628,7,Desconocido,C,1,True,Adulto,7,Cherburgo,Falleció
205,1,3,Cohen Mr. Gurshon Gus,Male,18,0,0,A/5 3540,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
206,0,3,Strom Miss. Telma Matilda,Female,2,0,1,347054,10,G6,S,2,False,Niño,5,Southampton,Falleció
207,0,3,Backstrom Mr. Karl Alfred,Male,32,1,0,3101278,16,Desconocido,S,2,False,Adulto joven,8,Southampton,Falleció
208,1,3,Albimona Mr. Nassef Cassem,Male,26,0,0,2699,19,Desconocido,C,1,True,Adulto joven,9,Cherburgo,Sobrevivió
209,1,3,Carr Miss. Helen Ellen,Female,16,0,0,367231,8,Desconocido,Q,1,True,Adolescente,8,Queenstown,Sobrevivió
210,1,1,Blank Mr. Henry,Male,40,0,0,112277,31,A31,C,1,True,Adulto,31,Cherburgo,Sobrevivió
211,0,3,Ali Mr. Ahmed,Male,24,0,0,SOTON/O.Q. 3101311,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
212,1,2,Cameron Miss. Clear Annie,Female,35,0,0,F.C.C. 13528,21,Desconocido,S,1,True,Adulto,21,Southampton,Sobrevivió
213,0,3,Perkin Mr. John Henry,Male,22,0,0,A/5 21174,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
214,0,2,Givard Mr. Hans Kristensen,Male,30,0,0,250646,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
215,0,3,Kiernan Mr. Philip,Male,30,1,0,367229,8,Desconocido,Q,2,False,Adulto joven,8,Queenstown,Falleció
216,1,1,Newell Miss. Madeleine,Female,31,1,0,35273,113,D36,C,2,False,Adulto joven,38,Cherburgo,Sobrevivió
217,1,3,Honkanen Miss. Eliina,Female,27,0,0,STON/O2. 3101283,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
218,0,2,Jacobsohn Mr. Sidney Samuel,Male,42,1,0,243847,27,Desconocido,S,2,False,Adulto,14,Southampton,Falleció
219,1,1,Bazzani Miss. Albina,Female,32,0,0,11813,76,D15,C,1,True,Adulto joven,76,Cherburgo,Sobrevivió
220,0,2,Harris Mr. Walter,Male,30,0,0,W./C. 14208,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
221,1,3,Sunderland Mr. Victor Francis,Male,16,0,0,SOTON/O.Q. 392089,8,Desconocido,S,1,True,Adolescente,8,Southampton,Sobrevivió
222,0,2,Bracken Mr. James H,Male,27,0,0,220367,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
223,0,3,Green Mr. George Henry,Male,51,0,0,21440,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
224,0,3,Nenkoff Mr. Christo,Male,30,0,0,349234,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
225,1,1,Hoyt Mr. Frederick Maxfield,Male,38,1,0,19943,90,C93,S,2,False,Adulto,45,Southampton,Sobrevivió
226,0,3,Berglund Mr. Karl Ivar Sven,Male,22,0,0,P.P. 4348,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
227,1,2,Mellors Mr. William John,Male,19,0,0,SW/PP 751,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Sobrevivió
228,0,3,Lovell Mr. John Hall (Henry),Male,20,0,0,A/5 21173,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
229,0,2,Fahlstrom Mr. Arne Jonas,Male,18,0,0,236171,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
230,0,3,Lefebre Miss. Mathilde,Female,21,3,1,4133,25,Desconocido,S,5,False,Adulto joven,6,Southampton,Falleció
231,1,1,Harris Mrs. Henry Birkhardt (Irene Wallach),Female,35,1,0,36973,83,C83,S,2,False,Adulto,83,Southampton,Sobrevivió
232,0,3,Larsson Mr. Bengt Edvin,Male,29,0,0,347067,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
233,0,2,Sjostedt Mr. Ernst Adolf,Male,59,0,0,237442,14,Desconocido,S,1,True,Adulto,14,Southampton,Falleció
234,1,3,Asplund Miss. Lillian Gertrud,Female,5,4,2,347077,31,Desconocido,S,7,False,Niño,8,Southampton,Sobrevivió
235,0,2,Leyson Mr. Robert William Norman,Male,24,0,0,C.A. 29566,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
236,0,3,Harknett Miss. Alice Phoebe,Female,21,0,0,W./C. 6609,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
237,0,2,Hold Mr. Stephen,Male,44,1,0,26707,26,Desconocido,S,2,False,Adulto,26,Southampton,Falleció
238,1,2,Collyer Miss. Marjorie Lottie,Female,8,0,2,C.A. 31921,26,Desconocido,S,3,False,Niño,9,Southampton,Sobrevivió
239,0,2,Pengelly Mr. Frederick William,Male,19,0,0,28665,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
240,0,2,Hunt Mr. George Henry,Male,33,0,0,SCO/W 1585,12,Desconocido,S,1,True,Adulto joven,12,Southampton,Falleció
241,0,3,Zabour Miss. Thamine,Female,21,1,0,2665,14,Desconocido,C,2,False,Adulto joven,7,Cherburgo,Falleció
242,1,3,Murphy Miss. Katherine Kate,Female,21,1,0,367230,16,Desconocido,Q,2,False,Adulto joven,8,Queenstown,Sobrevivió
243,0,2,Coleridge Mr. Reginald Charles,Male,29,0,0,W./C. 14263,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
244,0,3,Maenpaa Mr. Matti Alexanteri,Male,22,0,0,STON/O2. 3101275,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
245,0,3,Attalah Mr. Sleiman,Male,30,0,0,2694,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
246,0,1,Minhan Dr. Walli am Edward,Male,44,2,0,19928,59,C7 8,Q,3,False,Adulto,30,Queenstown,Falleció
247,0,3,Lindahl Miss. Agda Thorilda Viktoria,Female,25,0,0,347071,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
248,1,2,Hamalainen Mrs. William (Anna),Female,24,0,2,250649,14,Desconocido,S,3,False,Adulto joven,7,Southampton,Sobrevivió
249,1,1,Beckwith Mr. Richard Leonard,Male,37,1,1,11751,53,D35,S,3,False,Adulto,26,Southampton,Sobrevivió
250,0,2,Carter Rev. Ernest Courtenay,Male,54,1,0,244252,26,Desconocido,S,2,False,Adulto,13,Southampton,Falleció
251,0,3,Reed Mr. James George,Male,30,0,0,362316,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
252,0,3,Strom Mrs. Wilhelm (Elna Matilda Persson),Female,29,1,1,347054,10,G6,S,3,False,Adulto joven,5,Southampton,Falleció
253,0,1,Stead Mr. William Thomas,Male,62,0,0,113514,27,C87,S,1,True,Mayor,27,Southampton,Falleció
254,0,3,Lobb Mr. William Arthur,Male,30,1,0,A/5 3336,16,Desconocido,S,2,False,Adulto joven,8,Southampton,Falleció
255,0,3,Rosblom Mrs. Viktor (Helena Wilhelmina),Female,41,0,2,370129,20,Desconocido,S,3,False,Adulto,10,Southampton,Falleció
256,1,3,Touma Mrs. Darwis (Hanne Youssef Razi),Female,29,0,2,2650,15,Desconocido,C,3,False,Adulto joven,15,Cherburgo,Sobrevivió
257,1,1,Thorne Mrs. Gertrude Maybelle,Female,35,0,0,PC 17585,79,Desconocido,C,1,True,Adulto,79,Cherburgo,Sobrevivió
258,1,1,Cherry Miss. Gladys,Female,30,0,0,110152,86,B77,S,1,True,Adulto joven,29,Southampton,Sobrevivió
259,1,1,Ward Miss. Anna,Female,35,0,0,PC 17755,512,Desconocido,C,1,True,Adulto,171,Cherburgo,Sobrevivió
260,1,2,Parrish Mrs. (Lutie Davis),Female,50,0,1,230433,26,Desconocido,S,2,False,Adulto,13,Southampton,Sobrevivió
261,0,3,Smith Mr. Thomas,Male,30,0,0,384461,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
262,1,3,Asplund Master. Edvin Rojj Felix,Male,3,4,2,347077,31,Desconocido,S,7,False,Niño,8,Southampton,Sobrevivió
263,0,1,Taussig Mr. Emil,Male,52,1,1,110413,80,E67,S,3,False,Adulto,27,Southampton,Falleció
264,0,1,Harrison Mr. William,Male,40,0,0,112059,0,B94,S,1,True,Adulto,0,Southampton,Falleció
265,0,3,Henry Miss. Delia,Female,21,0,0,382649,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
266,0,2,Reeves Mr. David,Male,36,0,0,C.A. 17248,10,Desconocido,S,1,True,Adulto,10,Southampton,Falleció
267,0,3,Panula Mr. Ernesti Arvid,Male,16,4,1,3101295,40,Desconocido,S,6,False,Adolescente,7,Southampton,Falleció
268,1,3,Persson Mr. Ernst Ulrik,Male,25,1,0,347083,8,Desconocido,S,2,False,Adulto joven,8,Southampton,Sobrevivió
269,1,1,Graham Mrs. William Thompson (Edith Junkins),Female,58,0,1,PC 17582,153,C125,S,2,False,Adulto,51,Southampton,Sobrevivió
270,1,1,Bissette Miss. Amelia,Female,35,0,0,PC 17760,136,C99,S,1,True,Adulto,45,Southampton,Sobrevivió
271,0,1,Cairns Mr. Alexander,Male,30,0,0,113798,31,Desconocido,S,1,True,Adulto joven,16,Southampton,Falleció
272,1,3,Tornquist Mr. William Henry,Male,25,0,0,LINE,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Sobrevivió
273,1,2,Mellinger Mrs. (Elizabeth Anne Maidment),Female,41,0,1,250644,20,Desconocido,S,2,False,Adulto,10,Southampton,Sobrevivió
274,0,1,Natsch Mr. Charles H,Male,37,0,1,PC 17596,30,C118,C,2,False,Adulto,30,Cherburgo,Falleció
275,1,3,Healy Miss. Hanora Nora,Female,21,0,0,370375,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
276,1,1,Andrews Miss. Kornelia Theodosia,Female,63,1,0,13502,78,D7,S,2,False,Mayor,26,Southampton,Sobrevivió
277,0,3,Lindblom Miss. Augusta Charlotta,Female,45,0,0,347073,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
278,0,2,Parkes Mr. Francis Frank,Male,30,0,0,239853,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Falleció
279,0,3,Rice Master. Eric,Male,7,4,1,382652,29,Desconocido,Q,6,False,Niño,7,Queenstown,Falleció
280,1,3,Abbott Mrs. Stanton (Rosa Hunt),Female,35,1,1,C.A. 2673,20,Desconocido,S,3,False,Adulto,10,Southampton,Sobrevivió
281,0,3,Duane Mr. Frank,Male,65,0,0,336439,8,Desconocido,Q,1,True,Mayor,8,Queenstown,Falleció
282,0,3,Olsson Mr. Nils Johan Goransson,Male,28,0,0,347464,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
283,0,3,de Pelsmaeker Mr. Alfons,Male,16,0,0,345778,10,Desconocido,S,1,True,Adolescente,10,Southampton,Falleció
284,1,3,Dorking Mr. Edward Arthur,Male,19,0,0,A/5 10482,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
285,0,1,Smith Mr. Richard William,Male,30,0,0,113056,26,A19,S,1,True,Adulto joven,26,Southampton,Falleció
286,0,3,Stankovic Mr. Ivan,Male,33,0,0,349239,9,Desconocido,C,1,True,Adulto joven,9,Cherburgo,Falleció
287,1,3,de Mulder Mr. Theodore,Male,30,0,0,345774,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Sobrevivió
288,0,3,Naidenoff Mr. Penko,Male,22,0,0,349206,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
289,1,2,Hosono Mr. Masabumi,Male,42,0,0,237798,13,Desconocido,S,1,True,Adulto,13,Southampton,Sobrevivió
290,1,3,Connolly Miss. Kate,Female,22,0,0,370373,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
291,1,1,Barber Miss. Ellen Nellie,Female,26,0,0,19877,79,Desconocido,S,1,True,Adulto joven,39,Southampton,Sobrevivió
292,1,1,Bishop Mrs. Dickinson H (Helen Walton),Female,19,1,0,11967,91,B49,C,2,False,Adulto joven,46,Cherburgo,Sobrevivió
293,0,2,Levy Mr. Rene Jacques,Male,36,0,0,SC/PARIS 2163,13,D,C,1,True,Adulto,13,Cherburgo,Falleció
294,0,3,Haas Miss. Aloisia,Female,24,0,0,349236,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
295,0,3,Mineff Mr. Ivan,Male,24,0,0,349233,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
296,0,1,Lwey Mr. Urvin G,Male,30,0,0,PC 6712,277,Desconocido,C,1,True,Adulto joven,277,Cherburgo,Falleció
297,0,3,Hannna Mr. Mansour,Male,24,0,0,2693,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
298,0,1,Allison Miss. Helen Loraine,Female,2,1,2,113781,152,C22 C26,S,4,False,Niño,38,Southampton,Falleció
299,1,1,Saalfeld Mr. Adolphe,Male,30,0,0,19988,30,C106,S,1,True,Adulto joven,30,Southampton,Sobrevivió
300,1,1,Baxter Mrs. James (Helene DeLaudeniere Chaput),Female,50,0,1,PC 17558,248,B58 B60,C,2,False,Adulto,124,Cherburgo,Sobrevivió
301,1,3,Kelly Miss. Anna Katherine Annie Kate,Female,21,0,0,9234,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
302,1,3,McCoy Mr. Bernard,Male,30,2,0,367226,23,Desconocido,Q,3,False,Adulto joven,12,Queenstown,Sobrevivió
303,0,3,johnson Mr. William Cahoone Jr,Male,19,0,0,LINN E,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Falleció
304,1,2,Keane Miss. Nora A,Female,21,0,0,226593,12,E101,Q,1,True,Adulto joven,12,Queenstown,Sobrevivió
305,0,3,Williams Mr. Howard Hugh Harry,Male,30,0,0,A/5 2466,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
306,1,1,Allison Master. Hudson Trevor,Male,1,1,2,113781,152,C22 C26,S,4,False,Niño,38,Southampton,Sobrevivió
307,1,1,Fleming Miss. Margaret,Female,21,0,0,17421,111,Desconocido,C,1,True,Adulto joven,28,Cherburgo,Sobrevivió
308,1,1,penascco y Castellana Msr. Victor de Satode (Maria Josefa Perz de Soto y Vallejo),Female,17,1,0,P 17758,109,C65,C,2,False,Adolescente,109,Cherburgo,Sobrevivió
309,0,2,Abelson Mr. Samuel,Male,30,1,0,P/PP 3381,24,Desconocido,C,2,False,Adulto joven,12,Cherburgo,Falleció
310,1,1,francatelli Miss. Laura Mabel,Female,30,0,0,PC 17485,57,O36,C,1,True,Adulto joven,28,Cherburgo,Sobrevivió
311,1,1,Hays Miss. Margaret Bechstein,Female,24,0,0,11767,83,C54,C,1,True,Adulto joven,42,Cherburgo,Sobrevivió
312,1,1,Ryerson Miss. Emily Borie,Female,18,2,2,PC 17608,262,B57 B59 B63 B66,C,5,False,Adulto joven,131,Cherburgo,Sobrevivió
313,0,2,Lahtinen Mrs. William (Anna Sylfven),Female,26,1,1,250651,26,Desconocido,S,3,False,Adulto joven,26,Southampton,Falleció
314,0,3,Hendekovic Mr. Ignjac,Male,28,0,0,349243,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
315,0,2,Hart Mr. Benjamin,Male,43,1,1,F.C.C. 13529,26,Desconocido,S,3,False,Adulto,9,Southampton,Falleció
316,1,3,Nilsson Miss. Helmina Josefina,Female,26,0,0,347470,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
317,1,2,Kantor Mrs. Sinai (Miriam Sternin),Female,24,1,0,244367,26,Desconocido,S,2,False,Adulto joven,13,Southampton,Sobrevivió
318,0,2,Moraweck Dr. Ernest,Male,54,0,0,29011,14,Desconocido,S,1,True,Adulto,14,Southampton,Falleció
319,1,1,Wick Miss. Mary Natalie,Female,31,0,2,36928,165,C7,S,3,False,Adulto joven,82,Southampton,Sobrevivió
320,1,1,Spedden Mrs. Frederic Oakley (Margaretta Corning Stone),Female,40,1,1,16966,134,E34,C,3,False,Adulto,67,Cherburgo,Sobrevivió
321,0,3,Dennis Mr. Samuel,Male,22,0,0,A/5 21172,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
322,0,3,Danoff Mr. Yoto,Male,27,0,0,349219,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
323,1,2,Slayter Miss. Hilda Mary,Female,30,0,0,234818,12,Desconocido,Q,1,True,Adulto joven,12,Queenstown,Sobrevivió
324,1,2,Caldwell Mrs. Albert Francis (Sylvia Mae Harbaugh),Female,22,1,1,248738,29,Desconocido,S,3,False,Adulto joven,14,Southampton,Sobrevivió
325,0,3,Sage Mr. George John Jr,Male,30,8,2,C.A. 2343,70,Desconocido,S,11,False,Adulto joven,10,Southampton,Falleció
326,1,1,Young Miss. Marie Grice,Female,36,0,0,PC 17760,136,C32,C,1,True,Adulto,45,Cherburgo,Sobrevivió
327,0,3,Nysveen Mr. Johan Hansen,Male,61,0,0,345364,62,Desconocido,S,1,True,Mayor,62,Southampton,Falleció
328,1,2,Ball Mrs. (Ada E Hall),Female,36,0,0,28551,13,D,S,1,True,Adulto,13,Southampton,Sobrevivió
329,1,3,Goldsmith Mrs. Frank John (Emily Alice Brown),Female,31,1,1,363291,21,Desconocido,S,3,False,Adulto joven,7,Southampton,Sobrevivió
330,1,1,Hippach Miss. Jean Gertrude,Female,16,0,1,111361,58,B18,C,2,False,Adolescente,29,Cherburgo,Sobrevivió
331,1,3,McCoy Miss. Agnes,Female,21,2,0,367226,23,Desconocido,Q,3,False,Adulto joven,12,Queenstown,Sobrevivió
332,0,1,Partner Mr. Austen,Male,46,0,0,113043,28,C124,S,1,True,Adulto,28,Southampton,Falleció
333,0,1,Graham Mr. George Edward,Male,38,0,1,PC 17582,153,C91,S,2,False,Adulto,51,Southampton,Falleció
334,0,3,Vander Planke Mr. Leo Edmondus,Male,16,2,0,345764,18,Desconocido,S,3,False,Adolescente,9,Southampton,Falleció
334,0,2,Weado Mr. Edward H,Male,66,0,0,C.A. 24579,10,Desconocido,S,1,True,Mayor,5,Southampton,Falleció
334,0,3,vander Plunke Mr. Leo Udmondus,Male,16,0,0,3 45764,18,Desconocido,S,1,True,Adolescente,18,Southampton,Falleció
335,1,1,Frauenthal Mrs. Henry William (Clara Heinsheimer),Female,35,1,0,PC 17611,134,Desconocido,S,2,False,Adulto,67,Southampton,Sobrevivió
336,0,3,Denkoff Mr. Mitto,Male,30,0,0,349225,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
337,0,1,Pears Mr. Thomas Clinton,Male,29,1,0,113776,67,C2,S,2,False,Adulto joven,33,Southampton,Falleció
338,1,1,Burns Miss. Elizabeth Margaret,Female,41,0,0,16966,134,E40,C,1,True,Adulto,67,Cherburgo,Sobrevivió
339,1,3,Dahl Mr. Karl Edwart,Male,45,0,0,7598,8,Desconocido,S,1,True,Adulto,8,Southampton,Sobrevivió
340,0,1,Blackwell Mr. Stephen Weart,Male,45,0,0,113784,36,T,S,1,True,Adulto,36,Southampton,Falleció
341,1,2,Navratil Master. Edmond Roger,Male,2,1,1,230080,26,F2,S,3,False,Niño,9,Southampton,Sobrevivió
342,1,1,Fortune Miss. Alice Elizabeth,Female,24,3,2,19950,263,C23 C25 C27,S,6,False,Adulto joven,66,Southampton,Sobrevivió
343,0,2,Collander Mr. Erik Gustaf,Male,28,0,0,248740,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
344,0,2,Sedgwick Mr. Charles Frederick Waddington,Male,25,0,0,2444361,12,Desconocido,S,1,True,Adulto joven,12,Southampton,Falleció
345,0,2,Fox Mr. Stanley Hubert,Male,36,0,0,229236,13,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
346,1,2,Brown Miss. Amelia Mildred,Female,24,0,0,248733,13,F33,S,1,True,Adulto joven,13,Southampton,Sobrevivió
347,1,2,Smith Miss. Marion Elsie,Female,40,0,0,31418,13,Desconocido,S,1,True,Adulto,13,Southampton,Sobrevivió
348,1,3,Davison Mrs. Thomas Henry (Mary E Finck),Female,35,1,0,386525,16,Desconocido,S,2,False,Adulto,16,Southampton,Sobrevivió
349,1,3,Coutts Master. William Looch William,Male,3,1,1,C.A. 37671,16,Desconocido,S,3,False,Niño,8,Southampton,Sobrevivió
350,0,3,Dimic Mr. Jovan,Male,42,0,0,315088,9,Desconocido,S,1,True,Adulto,9,Southampton,Falleció
351,0,3,Odahl Mr. Nils Martin,Male,23,0,0,7267,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
352,0,1,Williams-Lambert Mr. Fletcher Fellows,Male,30,0,0,113510,35,C128,S,1,True,Adulto joven,35,Southampton,Falleció
353,0,3,Elias Mr. Tannous,Male,15,1,1,2695,7,Desconocido,C,3,False,Adolescente,7,Cherburgo,Falleció
354,0,3,Arnold-Franchi Mr. Josef,Male,25,1,0,349237,18,Desconocido,S,2,False,Adulto joven,9,Southampton,Falleció
355,0,3,Yousif Mr. Wazli,Male,30,0,0,2647,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
356,0,3,Vanden Steen Mr. Leo Peter,Male,28,0,0,345783,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
357,1,1,Bowerman Miss. Elsie Edith,Female,22,0,1,113505,55,E33,S,2,False,Adulto joven,28,Southampton,Sobrevivió
358,0,2,Funk Miss. Annie Clemmer,Female,38,0,0,237671,13,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
359,1,3,McGovern Miss. Mary,Female,21,0,0,330931,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
360,1,3,Mockler Miss. Helen Mary Ellie,Female,21,0,0,330980,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
361,0,3,Skoog Mr. Wilhelm,Male,40,1,4,347088,28,Desconocido,S,6,False,Adulto,5,Southampton,Falleció
362,0,2,del Carlo Mr. Sebastiano,Male,29,1,0,SC/PARIS 2167,28,Desconocido,C,2,False,Adulto joven,28,Cherburgo,Falleció
363,0,3,Barbara Mrs. (Catherine David),Female,45,0,1,2691,14,Desconocido,C,2,False,Adulto,7,Cherburgo,Falleció
364,0,3,Asim Mr. Adola,Male,35,0,0,SOTON/O.Q. 3101310,7,Desconocido,S,1,True,Adulto,7,Southampton,Falleció
365,0,3,O'Brien Mr. Thomas,Male,30,1,0,370365,16,Desconocido,Q,2,False,Adulto joven,8,Queenstown,Falleció
366,0,3,Adahl Mr. Mauritz Nils Martin,Male,30,0,0,C 7076,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
367,1,1,aWrren Mrs. Frank Manley (Anna Sophia Atkinson),Female,51,1,0,110813,75,D37,C,2,False,Adulto,75,Cherburgo,Sobrevivió
368,1,3,Moussa Mrs. (Mantoura Boulos),Female,35,0,0,2626,7,Desconocido,C,1,True,Adulto,7,Cherburgo,Sobrevivió
369,1,3,Jermyn Miss. Annie,Female,21,0,0,14313,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
370,1,1,Aubart Mme. Leontine Pauline,Female,24,0,0,PC 17477,69,B35,C,1,True,Adulto joven,35,Cherburgo,Sobrevivió
371,1,1,Harder Mr. George Achilles,Male,25,1,0,11765,55,E50,C,2,False,Adulto joven,55,Cherburgo,Sobrevivió
372,0,3,Wiklund Mr. Jakob Alfred,Male,18,1,0,3101267,65,Desconocido,S,2,False,Adulto joven,65,Southampton,Falleció
373,0,3,Beavan Mr. William Thomas,Male,19,0,0,323951,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
374,0,1,Ringhini Mr. Sante,Male,22,0,0,PC 17760,136,Desconocido,C,1,True,Adulto joven,45,Cherburgo,Falleció
375,0,3,Palsson Miss. Stina Viola,Female,3,3,1,349909,21,Desconocido,S,5,False,Niño,5,Southampton,Falleció
376,1,1,Meyer Mrs. Edgar Joseph (Leila Saks),Female,35,1,0,PC 17604,82,Desconocido,C,2,False,Adulto,41,Cherburgo,Sobrevivió
377,1,3,Landergren Miss. Aurora Adelia,Female,22,0,0,C 7077,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Sobrevivió
378,0,1,Widener Mr. Harry Elkins,Male,27,0,2,113503,212,C82,C,3,False,Adulto joven,212,Cherburgo,Falleció
379,0,3,Betros Mr. Tannous,Male,20,0,0,2648,40,Desconocido,C,1,True,Adulto joven,40,Cherburgo,Falleció
380,0,3,Gustafsson Mr. Karl Gideon,Male,19,0,0,347069,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
381,1,1,Bidois Miss. Rosalie,Female,42,0,0,PC 17757,228,Desconocido,C,1,True,Adulto,57,Cherburgo,Sobrevivió
382,1,3,Nakid Miss. Maria (Mary),Female,1,0,2,2653,16,Desconocido,C,3,False,Niño,8,Cherburgo,Sobrevivió
383,0,3,Tikkanen Mr. Juho,Male,32,0,0,STON/O2. 3101293,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
384,1,1,Holverson Mrs. Alexander Oskar (Mary Aline Towner),Female,35,1,0,113789,52,Desconocido,S,2,False,Adulto,26,Southampton,Sobrevivió
385,0,3,Plotcharsky Mr. Vasil,Male,30,0,0,349227,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
386,0,2,Davies Mr. Charles Henry,Male,18,0,0,S.O.C. 14879,74,Desconocido,S,1,True,Adulto joven,15,Southampton,Falleció
387,0,3,Goodwin Master. Sidney Leonard,Male,1,5,2,C.A. 2144,47,Desconocido,S,8,False,Niño,8,Southampton,Falleció
388,1,2,Buss Miss. Kate,Female,36,0,0,27849,13,Desconocido,S,1,True,Adulto,13,Southampton,Sobrevivió
389,0,3,Sadlier Mr. Matthew,Male,30,0,0,367655,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
390,1,2,Lehmann Miss. Bertha,Female,17,0,0,SC 1748,12,Desconocido,C,1,True,Adolescente,12,Cherburgo,Sobrevivió
391,1,1,Carter Mr. William Ernest,Male,36,1,2,113760,120,B96 B98,S,4,False,Adulto,30,Southampton,Sobrevivió
392,1,3,Jansson Mr. Carl Olof,Male,21,0,0,350034,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
393,0,3,Gustafsson Mr. Johan Birger,Male,28,2,0,3101277,8,Desconocido,S,3,False,Adulto joven,8,Southampton,Falleció
394,1,1,Newell Miss. Marjorie,Female,23,1,0,35273,113,D36,C,2,False,Adulto joven,38,Cherburgo,Sobrevivió
395,1,3,Sandstrom Mrs. Hjalmar (Agnes Charlotta Bengtsson),Female,24,0,2,P.P. 9549,17,G6,S,3,False,Adulto joven,8,Southampton,Sobrevivió
396,0,3,Johansson Mr. Erik,Male,22,0,0,350052,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
